,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
947,"if 80 percent of the test takers taking an old paper and pencil gmat exam answered the first question on a given math section correctly , and 75 percent of the test takers answered the second question correctly , and 5 percent of the test takers answered neither question correctly , what percent answered both correctly ?",a,other, 60 % , 65 % , 70 % , 75 % , 80 % 
948,"compound x contains elements a and b at an approximate ratio , by weight , of 2 : 10 . approximately how many grams of element b are there in 324 grams of compound x ?",d,other, 54 , 162 , 250 , 270 , 322 
949,"in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the ` ` sport ' ' formulation , the ratio of flavoring to corn syrup is 3 times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the ` ` sport ' ' formulation contains 3 ounces of corn syrup , how many ounces of water does it contain ?",a,other, 45 , 50 , 55 , 60 , 63 
950,"a jar contains a mixture of ab in the ratio 3 : 2 . when 10 l of mixture is replaced with liquid b , ratio becomes 2 : 3 . how many liters of liquid a was present in mixture initially .",a,other, 18 , 15 , 16 , 20 , 25 
951,"an order was placed for the supply of a carper whose length and breadth were in the ratio of 3 : 2 . subsequently , the dimensions of the carpet were altered such that its length and breadth were in the ratio 7 : 3 but were was no change in its parameter . find the ratio of the areas of the carpets in both the cases ?",b,other, 8 : 6 , 8 : 7 , 8 : 9 , 8 : 4 , 8 : 1 
952,"of the diplomats who attended a summit conference : 20 spoke french , 32 did not speak english and 20 % of the diplomats spoke neither french nor english . if 10 % of the diplomats spoke both french and english , then how many diplomats attended the conference ?",d,other, 70 , 96 , 108 , 120 , 150 
953,"the diluted wine contains only 8 liters of wine and the rest is water . a new mixture whose concentration is 30 % , is to be formed by replacing wine . how many liters of mixture shall be replaced with pure wine if there was initially 32 liters of water in the mixture ?",b,other, 2 , 5 , 6 , 7 , 8 
954,in what ratio should a variety of rice costing rs . 7 per kg be mixed with another variety of rice costing rs . 8.75 per kg to obtain a mixture costing rs . 7.50 per kg ?,b,other, 5 / 6 , 5 / 2 , 5 / 1 , 5 / 3 , 7 / 6 
955,if the ratio of two number is 2 : 5 and lcm of the number is 160 then what is the number .,c,other, 15 , 20 , 16 , 30 , 35 
956,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 18 white marbles . how many red marbles could be in bag a ?",a,other, 2 , 3 , 4 , 6 , 8 
957,"if log 1087.5 = 5.9421 , then the number of digits in ( 875 ) 10 is ?",b,other, 30 , 70 , 27 , 26 , 25 
958,"if 0.25 of a number is equal to 0.05 of another number , the ratio of the numbers is :",c,other, 2 : 5 , 3 : 4 , 1 : 5 , 20 : 5 , 30 : 7 
959,"income and expenditure of a person are in the ratio 5 : 4 . if the income of the person is rs . 15000 , then find his savings ?",e,other, 3600 , 3607 , 3608 , 3602 , 3000 
960,"the ratio of the present age of sandy to that of molly is 7 : 2 . eight years from now , the ratio of the ages of sandy to molly will be 5 : 2 . what was sandy ' s age 6 years ago ?",d,other, 18 , 24 , 30 , 36 , 42 
961,24 oz of juice p and 25 oz of juice q are mixed to make smothies x and y . the ratio of p to q in smothie x is 4 is to 1 and that in y is 1 is to 5 . how many ounces of juice p are contained in the smothie x ?,d,other, 5 , 10 , 15 , 20 , 25 
962,"solution a is 40 % salt and solution b is 80 % salt . if you have 30 ounces of solution a and 60 ounces of solution b , in what ratio could you mix solution a with solution b to produce 50 ounces of a 50 % salt solution ?",e,other, 6 : 4 , 6 : 14 , 4 : 4 , 4 : 6 , 3 : 1 
963,"in a class of 38 children , 19 play tennis , 21 play squash and 10 play neither sport . ( 1 ) how many children play both sports ?",b,other, 11 , 12 , 14 , 15 , 19 
964,in a school 10 % of the boys are same in number as 1 / 4 th of the girls . what is the ratio of boys to the girls in the school ?,a,other, 5 : 2 , 2 : 3 , 1 : 4 , 3 : 7 , 2 : 5 
965,"two vessels p and q contain 62.5 % and 87.5 % of alcohol respectively . if 4 litres from vessel p is mixed with 6 litres from vessel q , the ratio of alcohol and water in the resulting mixture is ?",d,other, 31 : 1 , 31 : 4 , 31 : 8 , 31 : 9 , 31 : 2 
966,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 20 white marbles . how many red marbles could be in bag a ?",c,other, 1 , 3 , 4 , 6 , 8 
967,"what is the square root of 239,121 ?",b,other, 476 , 489 , 497 , 511 , 524 
968,"two numbers are in the ratio of 1 : 2 . if 9 be added to both , their ratio changes to 3 : 5 . the greater number is",e,other, 20 , 24 , 28 , 32 , 36 
969,"of the 200 stamps in a collection , 90 are foreign and 70 are more than 10 years old . if 20 stamps are both foreign and more than 10 years old , how many stamps are neither foreign nor more than 10 years old ?",a,other, 60 , 80 , 100 , 130 , 150 
970,in what ratio must wheat at rs . 3.20 pe rkg be mixed with wheat at rs . 2.90 per kg so that the mixture be worth rs . 3.08 per kg,b,other, 3 : 4 , 3 : 2 , 3 : 5 , 3 : 7 , 2 : 3 
971,the value of log 2 16 is,b,other, 1 / 8 , 4 , 8 , 16 , 17 
972,"the ratio of spinsters to cats is 2 to 9 . if there are 42 more cats than spinsters , how many spinsters are there ?",d,other, 9 , 10 , 11 , 12 , 13 
973,find the ratio in which rice at rs . 7.20 a kg be mixed with rice at rs . 5.60 a kg to produce a mixture worth rs . 6.30 a kg ?,d,other, 1 : 3 , 2 : 3 , 3 : 4 , 7 : 9 , none of these 
974,"a certain bag contains 100 balls â € ” 20 white , 30 green , 10 yellow , 37 red , and 3 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",c,other, 0.9 , 0.75 , 0.6 , 0.8 , 0.5 
975,"in a ratio which is equal to 4 : 6 , if the antecedent is 20 , then the consequent is ?",c,other, 72 , 85 , 30 , 51 , 45 
976,"in assembling a bluetooth device , a factory uses one of two kinds of modules . one module costs $ 15 and the other one , that is cheaper , costs $ 10 . the factory holds a $ 140 worth stock of 13 modules . how many of the modules in the stock are of the cheaper kind ?",d,other, 20 , 25 , 30 , 11 , 35 
977,"the ratio between the present age of p and q is 6 : 7 . if q is 4 years old than p , what will be the ratio of the ages of p and q after 4 years ?",a,other, 8 : 7 , 7 : 8 , 8 : 6 , 6 : 7 , 6 : 8 
978,"if both 5 ^ 3 and 3 ^ 3 are factors of n x ( 2 ^ 5 ) x ( 12 ^ 2 ) x ( 7 ^ 3 ) x ( 10 ^ 2 ) , what is the smallest possible positive value of n ?",a,other, 15 , 45 , 75 , 125 , 150 
979,"sandy is younger than molly by 20 years . if the ratio of their ages is 7 : 9 , how old is sandy ?",e,other, 42 , 49 , 56 , 63 , 70 
980,"in the third grade of windblown school there are 108 students , one third of them failed the math test and 1 / 6 failed that literature test . at least how many students failed both tests ?",a,other, 0 . , 6 . , 8 . , 10 , 12 
981,"if both 7 ^ 2 and 3 ^ 4 are factors of the number a * 4 ^ 3 * 6 ^ 2 * 13 ^ 11 , then what is the smallest possible value of a ?",d,other, 120 , 256 , 343 , 441 , 512 
982,"on a certain farm the ratio of horses to cows is 6 : 1 . if the farm were to sell 15 horses and buy 15 cows , the ratio of horses to cows would then be 3 : 1 . after the transaction , how many more horses than cows would the farm own ?",d,other, 40 , 50 , 60 , 70 , 80 
983,what is the greatest positive integer r such that 3 ^ r is a factor of 9 ^ 10 ?,d,other, r = 5 , r = 9 , r = 10 , r = 20 , 30 
984,"a bag holds 2 red marbles and 3 green marbles . if you removed two randomly selected marbles from the bag , without replacement , what is the probability that both would be red ?",a,other, 1 / 10 , 1 / 5 , 3 / 10 , 2 / 5 , 1 / 2 
985,thomas and matt has some money with them in the ratio of 3 : 4 . if their father gives rs . 30 to each of them then the ratio becomes 4 : 5 . what would be the ratio if thomas spend rs . 40 and matt spend rs . 20 from what they have now ?,a,other, 1 : 2 , 2 : 3 , 3 : 4 , 4 : 5 , 5 : 6 
986,"if log 1087.5 = 6.9421 , then the number of digits in ( 875 ) 10 is ?",c,other, 30 , 28 , 80 , 26 , 25 
987,"income and expenditure of a person are in the ratio 10 : 4 . if the income of the person is rs . 19000 , then find his savings ?",d,other, 79754 , 87689 , 59875 , 11400 , 87648 
988,three numbers are in the ratio 3 : 4 : 5 and their l . c . m . is 1200 . their h . c . f is ?,a,other, 20 , 30 , 40 , 50 , 60 
989,the ratio of numbers is 4 : 5 and their h . c . f is 4 . their l . c . m is :,a,other, 80 , 16 , 24 , 48 , 98 
990,find the ratio in which rice at rs . 7.00 a kg be mixed with rice at rs . 5.70 a kg to produce a mixture worth rs . 6.30 a kg,a,other, 6 : 7 , 2 : 3 , 2 : 1 , 2 : 2 , 2 : 8 
991,"a boy multiplied 987 by a certain number and obtained 559981 as his answer . if in the answer both 98 are wrong and the other digits are correct , then the correct answer would be :",c,other, 288889 , 556677 , 555681 , 267788 , 268811 
992,a number is said to be prime saturated if the product of all the different positive prime factors of q is less than the square root of q . what is the greatest two digit prime saturated integer ?,d,other, 99 , 98 , 97 , 96 , 95 
993,"there are two positive numbers in the ratio 5 : 8 . if the larger number exceeds the smaller by 36 , then find the smaller number ?",d,other, 25 , 66 , 77 , 60 , 44 
994,"sachin is younger than rahul by 7 years . if the ratio of their ages is 5 : 12 , find the age of sachin",e,other, 9 , 24.8 , 2 , 3 , 5 
995,"a can contains a mixture of liquids a and b is the ratio 7 : 5 . when 9 litres of mixture are drawn off and the can is filled with b , the ratio of a and b becomes 7 : 9 . how many liter e of liquid a was contained by the can initially ?",c,other, 10 , 20 , 21 , 25 , 27 
996,hree number are in the ratio of 3 : 4 : 5 and their l . c . m . is 2400 . their h . c . f . is :,a,other, 40 , 50 , 60 , 70 , 80 
997,"a factory produces 1 defective bulb out of 10 bulbs a yr . if it produces 870 bulbs a yr , how many defective bulbs are produced ?",d,other, 84 , 85 , 86 , 87 , 88 
998,"if w and y are both odd prime numbers and w < y , how many distinct positive integer factors does 2 wy have ?",d,other, 3 , 4 , 6 , 8 , 12 
999,"out of 450 students of a school , 325 play football , 175 play cricket and 50 neither play football nor cricket . how many students play both football and cricket ?",b,other, 75 , 100 , 125 , 150 , none of these 
1000,"a bag holds 3 red marbles and 3 green marbles . if you removed two randomly selected marbles from the bag , without replacement , what is the probability that both would be green ?",d,other, 1 / 10 , 1 / 6 , 3 / 10 , 1 / 5 , 1 / 2 
1001,"210 college students were asked in a survey if they preferred windows or mac brand computers . 90 students claimed that they preferred mac to windows brand computers . one third as many of the students who preferred mac to windows , equally preferred both brands . 60 of the students had no preference . how many of the students in the survey preferred windows to mac brand computers ?",d,other, 25 , 40 , 50 , 60 , 75 
1002,"210 school students were asked in a survey if they preferred windows or mac brand computers . 60 students claimed that they preferred mac to windows brand computers . one third as many of the students who preferred mac to windows , equally preferred both brands . 90 of the students had no preference . how many of the students in the survey preferred windows to mac brand computers ?",b,other, 25 , 40 , 50 , 60 , 75 
1003,"a certain bag contains 100 balls â € ” 10 white , 30 green , 10 yellow , 47 red , and 3 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",e,other, 0.9 , 0.75 , 0.6 , 0.8 , 0.5 
1004,"among 400 students , 51 % study sociology , 46 % study mathematics and 40 % study biology . if 34 % of students study both mathematics and sociology , what is the largest possible number of students who study biology but do not study either mathematics or sociology ?",c,other, 30 , 90 , 148 , 172 , 188 
1005,"in the third grade of windblown school there are 102 students , one third of them failed the math test and 1 / 6 failed that literature test . at least how many students failed both tests ?",a,other, 0 . , 6 . , 8 . , 10 . , 12 . 
1006,"a certain bag contains 60 balls — 22 white , 10 green , 7 yellow , 15 red , and 6 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",b,other, 0.09 , 0.65 , 0.54 , 0.85 , 0.91 
1007,"in a group of 90 people , 55 have visited iceland and 33 have visited norway . if 51 people have visited both iceland and norway , how many people have visited neither country ?",d,other, 50 , 51 , 52 , 53 , 54 
1008,"the ratio of income of anand to that of balu is 5 : 4 and the expenditure of anand to that of balu is 3 : 2 . if at the end of the year , each saves rs , 800 , the income of anand is :",c,other, rs 1600 , rs 1800 , rs 2000 , rs 2200 , none of these 
1009,how many terminating zeroes does 200 ! have ?,c,other, 40 , 48 , 49 , 55 , 64 
1010,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 28 white marbles . how many red marbles could be in bag a ?",c,other, 1 , 3 , 4 , 6 , 7 
1011,the triplicate ratio of 2 : 5 is ?,b,other, 1 : 0 , 8 : 125 , 1 : 7 , 1 : 2 , 1 : 1 
1012,"income and expenditure of a person are in the ratio 10 : 8 . if the income of the person is rs . 10000 , then find his savings ?",c,other, 2003 , 2002 , 2000 , 2001 , 2004 
1013,"if 0.75 of a number is equal to 0.025 of another number , the ratio of the numbers is :",c,other, 2 : 3 , 3 : 4 , 1 : 30 , 20 : 3 , 30 : 7 
1014,in a class of 150 students 55 speak english ; 85 speak telugu and 30 speak neither english nor telugu how many speak both english and telugu ?,b,other, 10 , 20 , 30 , 40 , 50 
1015,divide rs . 32000 in the ratio 3 : 9 ?,e,other, 12000 , 12000 , 12000 , 12000 , 8000 
1016,three numbers are in the ratio 1.5 : 2 : 3.5 and their h . c . f is 18 . the numbers are :,e,other, 22, 27, 27, 54 , 27
1017,the h . c . f . of two numbers is 28 and the other two factors of their l . c . m . are 12 and 15 . the larger of the two numbers is,a,other, 420 , 430 , 312 , 322 , none 
1018,find the fraction which has the same ratio to 2 / 13 that 5 / 34 has to 7 / 48 .,c,other, 240 / 1587 , 240 / 1545 , 240 / 1547 , 240 / 1542 , 240 / 1512 
1019,"in a group of 80 people , 45 have visited iceland and 33 have visited norway . if 41 people have visited both iceland and norway , how many people have visited neither country ?",d,other, 30 , 31 , 32 , 33 , 34 
1020,"p starts a business with rs . 4000 . after 4 months , q joins with p as his partner . after a year , the profit is divided in the ratio 2 : 3 . q ' s contribution in the capital is ?",e,other, rs . 7000 , rs . 11000 , rs . 8000 , rs . 10000 , rs . 9000 
1021,how many terminating zeroes t does 200 ! have ?,c,other, 40 , 48 , 49 , 55 , 64 
1022,"half of the workers in palabras bookstore have read the latest book by j . saramago , and 5 / 8 of the workers have read the latest book by h . kureishi . the number of workers that have read neither book is one less than the number of the workers that have read the latest saramago book and have not read the latest kureishi book . if there are 56 workers in the palabras bookstore , how many of them have read both books ?",e,other, 13 , 12 , 9 , 8 , 17 
1023,"two integers are in the ratio of 1 to 3 . if 10 is added to the smaller number , the ratio becomes 1 to 1 . find the larger integer .",e,other, 6 , 9 , 10 , 12 , 15 
1024,"the ratio of number of boys and girls in a school is 2 : 5 . if there are 490 students in the school , find the number of girls in the school ?",b,other, 150 , 350 , 300 , 370 , 280 
1025,"a shipment of 220 smartphones contains 84 that are defective . if a customer buys two smartphones at random from the shipment , what is the approximate probability that both phones are defective ?",c,other, 1 / 250 , 1 / 84 , 11 / 76 , 1 / 9 , 1 / 3 
1026,"if a and d are both integers , a > d , and - 3 c > 19 , then the largest value of d would be ?",d,other, - 5 , - 6 , - 7 , - 8 , - 10 
1027,if shares of two persons in profits are rs . 400 and rs . 1200 then ratio of their capitals is,d,other, 3 : 4 , 2 : 3 , 4 : 3 , 1 : 3 , 1 : 2 
1028,"there are two positive numbers in the ratio 5 : 8 . if the larger number exceeds the smaller by 45 , then find the smaller number ?",e,other, 25 , 66 , 77 , 88 , 75 
1029,"the ratio of the money with ravi and giri is 6 : 7 and that with giri and kiran is 6 : 15 . if ravi has $ 36 , how much money does kiran have ?",e,other, $ 36 , $ 42 , $ 60 , $ 75 , $ 105 
1030,"how many positive integers h between 200 and 300 ( both inclusive ) are not divisible by 2 , 3 or 5 ?",e,other, 3 , 16 , 75 , 24 , 26 
1031,what is the square root of 81 ?,d,other, 2 , 8 , 12 , 9 , 16 
1032,"in a certain school , the ratio of boys to girls is 5 to 13 . if there are 128 more girls than boys , how many boys are there ?",e,other, 27 , 36 , 45 , 72 , 80 
1033,"a certain telephone company offers two plans , a and b . under plan a , the company charges a total of $ 0.60 for the first 5 minutes of each call and $ 0.06 per minute thereafter . under plan b , the company charges $ 0.08 per minute of each call . what is the duration of a call , in minutes , for which the company charges the same amount under plan a and under plan b ?",c,other, 2 , 9 , 15 , 21 , 30 
1034,"two numbers are in the ratio of 5 : 7 . if 12 is subtracted from each number , they are in the ratio of 11 : 17 . what are the two numbers ?",a,other, 45 , 50 , 55 , 60 , 65 
1035,"a certain fraction has the same ratio to 1 / 18 , as 2 / 5 does to 7 / 9 . what is this certain fraction ?",d,other, 1 / 20 , 1 / 25 , 1 / 30 , 1 / 35 , 1 / 40 
1036,"the ratio , by volume , of bleach to detergent to water in a certain solution is 4 : 40 : 100 . the solution will be altered so that the ratio of bleach to detergent is tripled while the ratio of detergent to water is halved . if the altered solution will contain 300 liters of water , how many liters of detergent will it contain ?",c,other, 80', 70', 60', 40', 50'] 
1037,two vessels contains equal number of mixtures milk and water in the ratio 8 : 2 and 9 : 1 . both the mixtures are now mixed thoroughly . find the ratio of milk to water in the new mixture so obtained ?,e,other, 1 : 3 , 9 : 13 , 5 : 11 , 11 : 3 , 17 : 3 
1038,find the ratio between whole surfaces of a sphere and a hemisphere ?,a,other, 4 : 3', 3 : 4', 3 : 2', 5 : 2', 4 : 6'] 
1039,in what ratio must tea of rs . 42 per kg be mixed with tea of rs . 50 per kg so that cost of mixture is rs . 45 per kg ?,a,other, 5 : 3 , 3 : 5 , 2 : 3 , 3 : 4 , 1 : 2 
1040,"in the biotechnology class of 2000 , there were x graduates . 32 of the graduates found a job , 45 continued on to their second degree and 13 did both . if only 9 people did n ' t do both , what is x equal to ?",c,other, 69 . , 71 , 73 , 75 , 76 
1041,in what ratio should a variety of rice costing rs . 5.5 per kg be mixed with another variety of rice costing rs . 8.75 per kg to obtain a mixture costing rs . 7.50 per kg ?,d,other, 5 / 6 , 5 / 9 , 5 / 1 , 5 / 8 , 7 / 6 
1042,what is the least positive integer that is not a factor of 30 ! and is not a prime number ?,d,other, 31 , 32 , 33 , 62 , 64 
1043,the value of log 5 ( 1 / 125 ) is,b,other, 3 , - 3 , 1 / 3 , - 1 / 3 , none 
1044,"in a certain pet shop , the ratio of dogs to cats to bunnies in stock is 3 : 7 : 12 . if the shop carries 375 dogs and bunnies total in stock , how many dogs are there ?",c,other, 42 , 66 , 75 , 112 , 154 
1045,"the ratio of two quantities is 2 : 3 . if each of the quantities is increased by 6 , what is the ratio of the new quantities ?",e,other, 2 : 3 , 6 : 7 , 8 : 9 , 8 : 3 , it can not be determined from the information given 
1046,in what ratio should a variety of wheat costing rs . 3 per kg be mixed with another variety of wheat costing rs . 6.25 per kg to obtain a mixture costing rs . 4.50 per kg ?,b,other, 8 : 6 , 7 : 6 , 5 : 6 , 7 : 5 , 6 : 7 
1047,"jo ' s collection contains us , indian and british stamps . if the ratio of us to indian stamps is 4 to 2 and the ratio of indian to british stamps is 5 to 1 , what is the ratio of us to british stamps ?",d,other, 5 : 1 , 10 : 5 , 15 : 2 , 20 : 2 , 25 : 2 
1048,"compound x contains elements a and b at an approximate ratio , by weight , of 2 : 10 . approximately how many grams of element b are there in 342 grams of compound x ?",e,other, 54 , 162 , 250 , 270 , 280 
1049,"income and expenditure of a person are in the ratio 8 : 7 . if the income of the person is rs . 40000 , then find his savings ?",a,other, 5000 , 6000 , 7000 , 8000 , 9000 
1050,three numbers are in the ratio 3 : 4 : 5 and their l . c . m . is 240 . their h . c . f is ?,c,other, 2 , 3 , 4 , 5 , 6 
1051,"sachin is younger than rahul by 5 years . if the ratio of their ages is 7 : 9 , find the age of sachin",e,other, 24.58 , 24.5 , 24.3 , 24.9 , 15.5 
1052,"find out the ratio of milk to that of water , if a mixture is formed after mixing milk and water of 3 different vessels containning the mixture of milk to that of water in the proportion 3 : 2 , 7 : 3 , 9 : 2 respectively .",a,other, 233 : 97 , 235 : 98 , 236 : 97 , 265 : 98 , 234 : 97 
1053,"present ages of abi and suji are in the ratio of 5 : 4 respectively . 3 years hence , the ratio of their ages will become 11 : 9 respectively . what is suji ' s present age in years ?",e,other, 20 , 21 , 22 , 23 , 24 
1054,"the ratio of flour to water to sugar in a recipe is 8 : 4 : 3 . the ratio in a new recipe calls for a doubling of the ratio of flour to water from the original recipe and a halving of the ratio of flour to sugar . if the new recipe calls for 2 cups of water , how much sugar is required ?",a,other, 6 , 5 , 4 , 3 , 2 
1055,"ratio between rahul and deepak is 4 : 3 , after 6 years rahul age will be 26 years . what is deepak present age",b,other, 14 , 15 , 20 , 22 , 23 
1056,"the weights of one liter vegetable ghee packet of two brands ‘ a ’ and ‘ b ’ are 900 gm and 800 gm respectively . if they are mixed in the ratio of 3 : 2 by volumes to form a mixture of 4 liters , what is the weight ( in kg ) of the mixture ?",c,other, 3.84 , 1.75 , 3.44 , 2.72 , none of these 
1057,"a dog takes 4 leaps for every 5 leaps of a hare . if one leap of the dog is equal to 3 leaps of the hare , the ratio of the speed of the dog to that of the hare is :",a,other, 12 : 5 , 4 : 3 , 9 : 5 , 9 : 1 , 9 : 2 
1058,"right now , the ratio between the ages of sandy and molly is 4 : 3 . after 6 years , sandy ’ s age will be 34 years . what is molly ' s age right now ?",d,other, 12 , 15 , 18 , 21 , 24 
1059,"a can contains a mixture of liquids a and b is the ratio 7 : 5 . when 3 litres of mixture are drawn off and the can is filled with b , the ratio of a and b becomes 7 : 9 . how many liter of liquid a was contained by the can initially ?",a,other, 7 , 10 , 12 , 14 , 16 
1060,"what is the square root of 400 , divided by 2 ?",e,other, 9 , 36 , 122 , 6 , 10 
1061,"a starts business with rs . 3500 and after 5 months , b joins with a as his partner . after a year , the profit is divided in the ratio 2 : 3 . what is b ’ s contribution in the capital ?",b,other, 6000 , 9000 , 9500 , 12000 , none 
1062,how many consecutive zeros are there at the end of 100 ! ( 100 factorial ) ?,d,other, 21 , 22 , 23 , 24 , 25 
1063,"the ratio of spinsters to cats is 2 to 7 . if there are 55 more cats than spinsters , how many spinsters are there ?",c,other, 20 , 21 , 22 , 23 , 24 
1064,"water consists of hydrogen and oxygen , and the approximate ratio , by mass , of hydrogen to oxygen is 2 : 16 . approximately how many grams of oxygen are there in 126 grams of water ?",b,other, 110 , 112 , 114 , 116 , 118 
1065,in what ratio should a variety of rice costing rs . 5 per kg be mixed with another variety of rice costing rs . 8.75 per kg to obtain a mixture costing rs . 7.50 per kg ?,a,other, 1 / 2 , 5 / 9 , 5 / 1 , 5 / 3 , 7 / 6 
1066,"if 65 percent of a class answered the first question on a certain test correctly , 55 percent answered the second question on the test correctly , and 20 percent answered neither of the questions correctly , what percent answered both correctly ?",b,other, 45 % , 40 % , 35 % , 30 % , 25 % 
1067,"two assembly line inspectors , lauren and steven , inspect widgets as they come off the assembly line . if lauren inspects every fifth widget , starting with the fifth , and steven inspects every third , starting with the third , how many of the 95 widgets produced in the first hour of operation are not inspected by either inspector ?",a,other, 50 , 43 , 45 , 55 , 60 
1068,how many of the positive factors of 24 are not factors of 26,e,other, 2 , 3 , 4 , 1 , 6 
1069,"in a colony of 70 resident s , the ratio of the number of men and women is 4 : 3 . among the women , the ratio of the educated to the uneducated is 1 : 4 . if the ratio of the number of education to uneducated persons is 8 : 27 , then find the ratio of the number of educated and uneducated men in the colony ?",e,other, 1 : 9 , 1 : 6 , 1 : 3 , 1 : 1 , 1 ratio 3 
1070,"among 300 students , 56 % study sociology , 44 % study mathematics and 40 % study biology . if 30 % of students study both mathematics and sociology , what is the largest possible number of students who study biology but do not study either mathematics or sociology ?",b,other, 30 , 90 , 120 , 172 , 188 
1071,"a marketing survey of anytown found that the ratio of trucks to sedans to motorcycles was 3 : 7 : 2 , respectively . given that there are 9,800 sedans in anytown , how many motorcycles are there ?",a,other, 2800 , 2100 , 3600 , 4200 , 5200 
1072,"in a group of 90 students , 36 are taking history , and 30 are taking statistics . if 59 students are taking history or statistics or both , then how many students are taking history but not statistics ?",e,other, 9 , 19 , 23 , 27 , 29 
1073,"tea worth rs . 126 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs . 153 per kg , the price of the third variety per kg will be ?",c,other, 122.50 per kg , 266.50 per kg , 175.50 per kg , 172.50 per kg , 176.50 per kg 
1074,"in a school of 320 students , 85 students are in the band , 200 students are on sports teams , and 60 students participate in both activities . how many students are involved in either band or sports ?",b,other, 220 , 225 , 230 , 240 , 245 
1075,"if ramola ranks 14 th in a class of 26 , what is her rank from the last ?",b,other, 11 th , 13 th , 12 th , 14 th , 15 th 
1076,the ratio of three numbers is 1 : 2 : 5 and the sum of their squares is 4320 . the sum of the numbers is ?,b,other, a ) 10 , b ) 12 , c ) 15 , d ) 14 , e ) 9 
1077,how many multiples of 100 are there between 100 and 1000 ( both are inclusive ) ?,e,other, 2 , 8 , 4 , 5 , 10 
1078,"the h . c . f and l . c . m of two numbers are 84 and 21 respectively . if the ratio of the two numbers is 1 : 4 , then the larger of the two numbers is",c,other, 32 , 37 , 84 , 29 , 21 
1079,"a certain fruit stand sold apples for $ 0.70 each and bananas for $ 0.60 each . if a customer purchased both apples and bananas from the stand for a total of $ 6.30 , what total number of apples and bananas did the customer purchase ?",c,other, 8 , 9 , 10 , 11 , 12 
1080,"in a graduating class of 233 students , 144 took geometry and 119 took biology . what is the difference between the greatest possible number and the smallest possible number of students that could have taken both geometry and biology ?",a,other, 114 , 119 , 113 , 88 , 31 
1081,"two numbers are in the ratio of 1 : 2 . if 8 be added to both , their ratio changes to 3 : 5 . the greater number is",d,other, 20 , 24 , 28 , 32 , 36 
1082,how many positive integers less than 30 have no common prime factor with 30 ?,d,other, 5 , 6 , 7 , 8 , 9 
1083,"half of the workers in palabras bookstore have read the latest book by j . saramago , and 1 / 6 of the workers have read the latest book by h . kureishi . the number of workers that have read neither book is one less than the number of the workers that have read the latest saramago book and have not read the latest kureishi book . if there are 150 workers in the palabras bookstore , how many of them have read both books ?",b,other, 13 , 12 , 9 , 8 , 7 
1084,he ratio between the sale price and the cost price of an article is 5 : 3 . what is the ratio between the profit and the cost price of that article ?,d,other, 2 : 6 , 2 : 9 , 2 : 4 , 5 : 2 , 2 : 5 
1085,"a certain bag contains 100 balls â € ” 50 white , 20 green , 10 yellow , 17 red , and 3 purple . if a ball is to be chosen at random , what is the probability that the ball will be neither red nor purple ?",d,other, 0.9 , 0.75 , 0.6 , 0.8 , 0.5 
1086,"a starts business with rs . 3500 and after 9 months , b joins with a as his partner . after a year , the profit is divided in the ratio 2 : 3 . what is b â € ™ s contribution in the capital ?",d,other, 24887 , 20778 , 23788 , 21000 , 2811 
1087,what is the sum of all the prime factors of 220 and 330 ?,d,other, 15 , 21 , 35 , 41 , 64 
1088,"27 is a perfect cube . when x is perfect cube which is added to the prime factor of 27 , the result is not a prime number . what is the square root of x ?",c,other, 2', 4', 6', 8', 10'] 
1089,"the compound ratio of 2 / 3 , 6 / 7 , 1 / 3 and 1 / 8 is given by ?",b,other, 1 / 49 , 1 / 42 , 1 / 09 , 1 / 77 , 1 / 12 
1090,"if w is the set of all the integers between 39 and 99 , inclusive , that are either multiples of 3 or multiples of 2 or multiples of both , then w contains how many numbers ?",e,other, 26 , 32 , 33 , 34 , 40 
1091,"a certain fruit stand sold apples for $ 0.80 each and bananas for $ 0.70 each . if a customer purchased both apples and bananas from the stand for a total of $ 7.30 , what total number of apples and bananas did the customer purchase ?",b,other, 9 , 10 , 11 , 12 , 13 
1092,"the sum of the numbers is 98 . if the ratio between the first and the second be 2 : 3 and that between the second and third be 5 : 8 , then find the second number ?",b,other, 24 , 30 , 36 , 42 , 50 
